"store","websites","attribute_set","type","sku","name","price","manufacturer","color","description","short_description","size","status","tax_class_id"
"admin","base","Default","simple",10078,"Coalesce: Functioning On Impatience T-Shirt","15.0078","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10079,"Coalesce: Functioning On Impatience T-Shirt","15.0079","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10080,"Coalesce: Functioning On Impatience T-Shirt","15.0080","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10081,"Coalesce: Functioning On Impatience T-Shirt","15.0081","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10082,"Coalesce: Functioning On Impatience T-Shirt","15.0082","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10083,"Coalesce: Functioning On Impatience T-Shirt","15.0083","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10084,"Coalesce: Functioning On Impatience T-Shirt","15.0084","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10085,"Coalesce: Functioning On Impatience T-Shirt","15.0085","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10086,"Coalesce: Functioning On Impatience T-Shirt","15.0086","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10087,"Coalesce: Functioning On Impatience T-Shirt","15.0087","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10088,"Coalesce: Functioning On Impatience T-Shirt","15.0088","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10089,"Coalesce: Functioning On Impatience T-Shirt","15.0089","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10090,"Coalesce: Functioning On Impatience T-Shirt","15.0090","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10091,"Coalesce: Functioning On Impatience T-Shirt","15.0091","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10092,"Coalesce: Functioning On Impatience T-Shirt","15.0092","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10093,"Coalesce: Functioning On Impatience T-Shirt","15.0093","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10094,"Coalesce: Functioning On Impatience T-Shirt","15.0094","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10095,"Coalesce: Functioning On Impatience T-Shirt","15.0095","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10096,"Coalesce: Functioning On Impatience T-Shirt","15.0096","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10097,"Coalesce: Functioning On Impatience T-Shirt","15.0097","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10098,"Coalesce: Functioning On Impatience T-Shirt","15.0098","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10099,"Coalesce: Functioning On Impatience T-Shirt","15.0099","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10100,"Coalesce: Functioning On Impatience T-Shirt","15.0100","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10101,"Coalesce: Functioning On Impatience T-Shirt","15.0101","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10102,"Coalesce: Functioning On Impatience T-Shirt","15.0102","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10103,"Coalesce: Functioning On Impatience T-Shirt","15.0103","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10104,"Coalesce: Functioning On Impatience T-Shirt","15.0104","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10105,"Coalesce: Functioning On Impatience T-Shirt","15.0105","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10106,"Coalesce: Functioning On Impatience T-Shirt","15.0106","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10107,"Coalesce: Functioning On Impatience T-Shirt","15.0107","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10108,"Coalesce: Functioning On Impatience T-Shirt","15.0108","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10109,"Coalesce: Functioning On Impatience T-Shirt","15.0109","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10110,"Coalesce: Functioning On Impatience T-Shirt","15.0110","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10111,"Coalesce: Functioning On Impatience T-Shirt","15.0111","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10112,"Coalesce: Functioning On Impatience T-Shirt","15.0112","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10113,"Coalesce: Functioning On Impatience T-Shirt","15.0113","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10114,"Coalesce: Functioning On Impatience T-Shirt","15.0114","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10115,"Coalesce: Functioning On Impatience T-Shirt","15.0115","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10116,"Coalesce: Functioning On Impatience T-Shirt","15.0116","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10117,"Coalesce: Functioning On Impatience T-Shirt","15.0117","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10118,"Coalesce: Functioning On Impatience T-Shirt","15.0118","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10119,"Coalesce: Functioning On Impatience T-Shirt","15.0119","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10120,"Coalesce: Functioning On Impatience T-Shirt","15.0120","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10121,"Coalesce: Functioning On Impatience T-Shirt","15.0121","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10122,"Coalesce: Functioning On Impatience T-Shirt","15.0122","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10123,"Coalesce: Functioning On Impatience T-Shirt","15.0123","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10124,"Coalesce: Functioning On Impatience T-Shirt","15.0124","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10125,"Coalesce: Functioning On Impatience T-Shirt","15.0125","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10126,"Coalesce: Functioning On Impatience T-Shirt","15.0126","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10127,"Coalesce: Functioning On Impatience T-Shirt","15.0127","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10128,"Coalesce: Functioning On Impatience T-Shirt","15.0128","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10129,"Coalesce: Functioning On Impatience T-Shirt","15.0129","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10130,"Coalesce: Functioning On Impatience T-Shirt","15.0130","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10131,"Coalesce: Functioning On Impatience T-Shirt","15.0131","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10132,"Coalesce: Functioning On Impatience T-Shirt","15.0132","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10133,"Coalesce: Functioning On Impatience T-Shirt","15.0133","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10134,"Coalesce: Functioning On Impatience T-Shirt","15.0134","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10135,"Coalesce: Functioning On Impatience T-Shirt","15.0135","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10136,"Coalesce: Functioning On Impatience T-Shirt","15.0136","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10137,"Coalesce: Functioning On Impatience T-Shirt","15.0137","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10138,"Coalesce: Functioning On Impatience T-Shirt","15.0138","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10139,"Coalesce: Functioning On Impatience T-Shirt","15.0139","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10140,"Coalesce: Functioning On Impatience T-Shirt","15.0140","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10141,"Coalesce: Functioning On Impatience T-Shirt","15.0141","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10142,"Coalesce: Functioning On Impatience T-Shirt","15.0142","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10143,"Coalesce: Functioning On Impatience T-Shirt","15.0143","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10144,"Coalesce: Functioning On Impatience T-Shirt","15.0144","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10145,"Coalesce: Functioning On Impatience T-Shirt","15.0145","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10146,"Coalesce: Functioning On Impatience T-Shirt","15.0146","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10147,"Coalesce: Functioning On Impatience T-Shirt","15.0147","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10148,"Coalesce: Functioning On Impatience T-Shirt","15.0148","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10149,"Coalesce: Functioning On Impatience T-Shirt","15.0149","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10150,"Coalesce: Functioning On Impatience T-Shirt","15.0150","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10151,"Coalesce: Functioning On Impatience T-Shirt","15.0151","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10152,"Coalesce: Functioning On Impatience T-Shirt","15.0152","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10153,"Coalesce: Functioning On Impatience T-Shirt","15.0153","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10154,"Coalesce: Functioning On Impatience T-Shirt","15.0154","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10155,"Coalesce: Functioning On Impatience T-Shirt","15.0155","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10156,"Coalesce: Functioning On Impatience T-Shirt","15.0156","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10157,"Coalesce: Functioning On Impatience T-Shirt","15.0157","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10158,"Coalesce: Functioning On Impatience T-Shirt","15.0158","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10159,"Coalesce: Functioning On Impatience T-Shirt","15.0159","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10160,"Coalesce: Functioning On Impatience T-Shirt","15.0160","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10161,"Coalesce: Functioning On Impatience T-Shirt","15.0161","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10162,"Coalesce: Functioning On Impatience T-Shirt","15.0162","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10163,"Coalesce: Functioning On Impatience T-Shirt","15.0163","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10164,"Coalesce: Functioning On Impatience T-Shirt","15.0164","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10165,"Coalesce: Functioning On Impatience T-Shirt","15.0165","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10166,"Coalesce: Functioning On Impatience T-Shirt","15.0166","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10167,"Coalesce: Functioning On Impatience T-Shirt","15.0167","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10168,"Coalesce: Functioning On Impatience T-Shirt","15.0168","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10169,"Coalesce: Functioning On Impatience T-Shirt","15.0169","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10170,"Coalesce: Functioning On Impatience T-Shirt","15.0170","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10171,"Coalesce: Functioning On Impatience T-Shirt","15.0171","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10172,"Coalesce: Functioning On Impatience T-Shirt","15.0172","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10173,"Coalesce: Functioning On Impatience T-Shirt","15.0173","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10174,"Coalesce: Functioning On Impatience T-Shirt","15.0174","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10175,"Coalesce: Functioning On Impatience T-Shirt","15.0175","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10176,"Coalesce: Functioning On Impatience T-Shirt","15.0176","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10177,"Coalesce: Functioning On Impatience T-Shirt","15.0177","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10178,"Coalesce: Functioning On Impatience T-Shirt","15.0178","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10179,"Coalesce: Functioning On Impatience T-Shirt","15.0179","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10180,"Coalesce: Functioning On Impatience T-Shirt","15.0180","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10181,"Coalesce: Functioning On Impatience T-Shirt","15.0181","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10182,"Coalesce: Functioning On Impatience T-Shirt","15.0182","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10183,"Coalesce: Functioning On Impatience T-Shirt","15.0183","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10184,"Coalesce: Functioning On Impatience T-Shirt","15.0184","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10185,"Coalesce: Functioning On Impatience T-Shirt","15.0185","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10186,"Coalesce: Functioning On Impatience T-Shirt","15.0186","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10187,"Coalesce: Functioning On Impatience T-Shirt","15.0187","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10188,"Coalesce: Functioning On Impatience T-Shirt","15.0188","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10189,"Coalesce: Functioning On Impatience T-Shirt","15.0189","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10190,"Coalesce: Functioning On Impatience T-Shirt","15.0190","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10191,"Coalesce: Functioning On Impatience T-Shirt","15.0191","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10192,"Coalesce: Functioning On Impatience T-Shirt","15.0192","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10193,"Coalesce: Functioning On Impatience T-Shirt","15.0193","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10194,"Coalesce: Functioning On Impatience T-Shirt","15.0194","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10195,"Coalesce: Functioning On Impatience T-Shirt","15.0195","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10196,"Coalesce: Functioning On Impatience T-Shirt","15.0196","Nokia","Black",,,"L","Enabled","Taxable Goods"
"admin","base","Default","simple",10197,"Coalesce: Functioning On Impatience T-Shirt","15.0197","Nokia","Black",,,"L","Enabled","Taxable Goods"
