"store","websites","attribute_set","type","category_ids","sku","has_options","name","manufacturer","url_key","meta_title","meta_description","image","small_image","thumbnail","gift_message_available","options_container","custom_design","url_path","weight","price","cost","minimal_price","model","dimension","description","in_depth","activation_information","meta_keyword","short_description","custom_layout_update","status","tax_class_id","color","visibility","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","use_config_qty_increments","qty_increments","use_config_enable_qty_increments","enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","processor","memory","hardrive","screensize","computer_manufacturers","gender","shoe_size","shoe_type","shirt_size","country_orgin","finish","room","megapixels","ram_size","cpu_speed","max_resolution","response_time","contrast_ratio","harddrive_speed","sku_type","weight_type","price_type","price_view","shipment_type","special_price","special_from_date"
"admin","base","Cameras","simple","26","Rebel XT","0","Canon Digital Rebel XT 8MP Digital SLR Camera","Canon","canon-digital-rebel-xt-8mp-digital-slr-camera-with-ef-s-18-55mm-f3-5-5-6-lens-black","Canon Digital Rebel XT 8MP Digital SLR Camera with EF-S 18-55mm f3.5-5.6 Lens (Black)","Canon Digital Rebel XT 8MP Digital SLR Camera with EF-S 18-55mm f3.5-5.6 Lens (Black)","/c/a/canon-digital-rebel-xt-8mp-digital-slr-camera-1.jpg","/c/a/canon-digital-rebel-xt-8mp-digital-slr-camera-1.jpg","/c/a/canon-digital-rebel-xt-8mp-digital-slr-camera-1.jpg","Use config","Block after Info Column","","canon-digital-rebel-xt-8mp-digital-slr-camera-with-ef-s-18-55mm-f3-5-5-6-lens-black.html","4.0000","550.0000","200.0000","449.0000","Rebel XT ","5 x 3.7 x 2.5 inches","The Canon EOS Digital Rebel camera now has a new, faster, even smaller big brother. Sibling rivalries aside, the 8.0-megapixel Canon EOS Digital Rebel XT SLR adds resolution, speed, extra creative control, and enhanced comfort in the hand to one of the smallest and lightest digital cameras in its class. Even with its advancements in ergonomic design and technology, this easy-to-use EOS digital camera is compatible with all of Canon's EF lenses, including the EF-S lenses.","<ul>
<ul class=""disc""> 

<li>8.0-megapixel CMOS sensor captures enough detail for photo-quality 16 x 22-inch prints<br></li>
<li>Includes Canon's EF-S 18-55mm, f3.5-5.6 zoom lens<br></li>
<li>DIGIC II Image Processor provides fast, accurate image processing; captures images at a rate of up to 3 frames per second<br></li>
<li>Fast start-up time--.2 seconds<br></li>
<li>Powered by rechargeable Lithium-ion battery (included, with charger)</li>
</ul>
","","canon, slr, camera, 8, digital"," Canon EOS Digital Rebel XT SLR adds resolution, speed, extra creative control, and enhanced comfort in the hand to one of the smallest and lightest digital cameras in its class. ","","Enabled","Taxable Goods","Black","Catalog, Search","452.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Canon Digital Rebel XT 8MP Digital SLR Camera","0","simple","","","","","","","","","","","","","","","8","","","","","","","","","","","","",""
"admin","base","Cameras","simple","26","QC-2185","0"," Argus QC-2185 Quick Click 5MP Digital Camera","Argus","argus-qc-2185-quick-click-5mp-digital-camera","Argus QC-2185 Quick Click 2MP Digital Camera","Argus QC-2185 Quick Click 2MP Digital Camera","/a/r/argus-qc-2185-quick-click-5mp-digital-camera-2.jpg","/a/r/argus-qc-2185-quick-click-5mp-digital-camera-2.jpg","/a/r/argus-qc-2185-quick-click-5mp-digital-camera-2.jpg","Use config","Block after Info Column","","argus-qc-2185-quick-click-5mp-digital-camera.html","1.0000","37.4900","20.0000","37.4900","QC-2185","2.75 inches x 1.5 inches","The Argus QC-2185 Quick Click 5MP digital camera offers all the basic features you need in a compact and stylish digital camera. This unit is easy to use, and is perfect for those who want a completely portable option for taking good pictures, without having to empty their wallet.

The Argus QC-2185 features a clear and bright 1.1-inch CSTN (color super-twist nematic) LCD display that makes it easy to frame the perfect picture. Thanks to its USB 1.1 connection compatibility, this digital camera lets you quickly download pictures to your Mac or PC, and can also function as a handy web camera. The QC-2185 includes eight megabytes of internal SDRAM memory, with the ability to expand camera memory via a built-in SD (secure digital) storage card slot for easy storage and transfer of your pictures. This unit also includes a built-in auto flash with a three to seven foot range, and comes with ArcSoft PhotoImpression's photo editing software which makes it easy for you to edit, crop, adjust and improve all your best pictures to make them even better.
","<ul>
<ul class=""disc"".  
<li>5 megapixel digital camera with a 1600 x 1200 resolution and an f2.8 aperture</li>
<li> Clear and bright 1.1-inch CSTN LCD display makes it easy to frame the perfect picture</li>
<li>USB 1.1 connection compatibility lets you quickly download pictures to your Mac or PC, and function as a web camera</li>
<li>Runs on 3 AAA batteries, and requires; Windows OS 98 or higher, at least 32 MB of RAM and 125 MB of hard disk space, and an available USB port</li>
<li>Weighs 3.4 ounces, measures 3.6 x 2.4 x 1.1 inches (W x H x D), and is backed by a 1-year manufacturer's warranty</li>
</ul>
","","Argus, QC-2185, digital, camera, 2MP","The Argus QC-2185 Quick Click 5MP digital camera offers all the basic features you need in a compact and stylish digital camera. This unit is easy to use, and is perfect for those who want a completely portable option for taking good pictures, without having to empty their wallet.","","Enabled","Taxable Goods","Silver","Catalog, Search","120.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0"," Argus QC-2185 Quick Click 5MP Digital Camera","0","simple","","","","","","","","","","","","","","","5","","","","","","","","","","","","",""
"admin","base","Cameras","simple","12,26","750","0"," Olympus Stylus 750 7.1MP Digital Camera","Olympus","olympus-stylus-750-7-1mp-digital-camera","Olympus Stylus 750 7.1MP Digital Camera with Digital Image Stabilized 5x Optical Zoom and CCD Shift Stabilization (Silver)","Olympus Stylus 750 7.1MP Digital Camera with Digital Image Stabilized 5x Optical Zoom and CCD Shift Stabilization (Silver)","/o/l/olympus-stylus-750-7-1mp-digital-camera-2.jpg","/o/l/olympus-stylus-750-7-1mp-digital-camera-2.jpg","/o/l/olympus-stylus-750-7-1mp-digital-camera-2.jpg","Use config","Block after Info Column","","olympus-stylus-750-7-1mp-digital-camera.html","2.0000","161.9400","29.9900","161.9400","750","3.8 x 2.1 x 1 inches","Olympus continues to innovate with the launch of the Stylus 750 digital camera, a technically sophisticated point-and-shoot camera offering a number of pioneering technologies such as Dual Image Stabilization, Bright Capture Technology, and TruePic Turbo, as well as a powerful 5x optical zoom that tucks away into a streamlined metal, all-weather body design. The camera is distinguished by a number of premium features, including:

    * An advanced combination of the mechanical CCD-shift Image Stabilization and Digital Image Stabilization work together to ensure the clearest pictures possible in any situation;
    * A 5x optical zoom lens with a newly developed lens element to maintain a small compact size;
    * A 2.5-inch LCD and Bright Capture Technology dramatically improve composition, capture and review of images in low-light situations;
    * Olympus' exclusive TruePic Turbo Image Processing engine is coupled with a 7.1-megapixel image sensor to produce crisp, high-quality p","<ul>
<ul class=""disc"">

<li>7.1-megapixel CCD captures enough detail for photo-quality 15 x 20-inch prints<br></li>
<li>5x image-stabilized optical zoom; 2.5-inch LCD display<br></li>
<li>Compact, all-weather body measures 3.8 x 2.1 x 0.96 inches<br></li>
<li>Bright Capture technology; 27 selectable shooting modes; built-in Help guide<br></li>
<li>Stores images on xD Picture Cards; powered by Li-Ion battery (battery and charger included)</li>
</ul>","","Olympus, stylus, 750, 7MP, digital, camera, zoom","A technically sophisticated point-and-shoot camera offering a number of pioneering technologies such as Dual Image Stabilization, Bright Capture Technology, and TruePic Turbo, as well as a powerful 5x optical zoom.","","Enabled","Taxable Goods","Silver","Catalog, Search","932.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0"," Olympus Stylus 750 7.1MP Digital Camera","0","simple","","","","","","","","","","","","","","","7","","","","","","","","","","","","",""
"admin","base","Cameras","simple","26","A630","0","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","Canon","canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","/c/a/canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom-2.jpg","/c/a/canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom-2.jpg","/c/a/canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom-2.jpg","Use config","Block after Info Column","","canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom.html","3.0000","329.9900","29.9900","329.9900","A630 ","4.3 x 2.6 x 1.9 inches ","Replacing the highly popular PowerShot A620, the PowerShot A630 features a rotating 2.5-inch vari-angle LCD, 4x optical zoom lens, and a vast array of creative shooting modes.<br>

The PowerShot A630 packs a vast array of advanced features into a remarkably compact space<br><br>

","<ul>
<ul class=""disc"">
<li>8-megapixel CCD captures enough detail for photo-quality 16 x 22-inch prints<br></li>
<li>4x optical zoom; 2.5-inch vari-angle LCD display<br></li>
<li>ISO range up to ISO 800 for less blur in low light while hand-holding<br></li>
<li>3:2 guide masks LCD to display 4 x 6-inch print size; 16:9 format option for still images<br></li>
<li>Stores images on SD cards; powered by 4 AA-size batteries</li>
</ul>","","canon, powershot, A630, digital, camera, optical, zoom","Replacing the highly popular PowerShot A620, the PowerShot A630 features a rotating 2.5-inch vari-angle LCD, 4x optical zoom lens, and a vast array of creative shooting modes.","","Enabled","Taxable Goods","Silver","Catalog, Search","673.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","0","simple","","","","","","","","","","","","","","","8","","","","","","","","","","","","",""
"admin","base","Cameras","simple","26","C530","0","Kodak EasyShare C530 5MP Digital Camera","Kodak","kodak-easyshare-c530-5mp-digital-camera","Kodak EasyShare C530 5MP Digital Camera","Kodak EasyShare C530 5MP Digital Camera","/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg","/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg","/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg","Use config","Block after Info Column","","kodak-easyshare-c530-5mp-digital-camera.html","2.0000","199.9900","29.9900","199.9900","C530 "," 4 x 6 x 9 inches","Small on size. Big on value. Kodak's newest C-Series digital camera, the C530, sports awesome features--such as 5.0-megapixel CCD resolution, on-camera image cropping, and an on-camera Share button--at a very affordable price.","<ul>
<ul class=""disc"">   

<li>5.0-megapixel CCD captures enough detail for photo-quality 13 x 17-inch prints<br></li>
<li>1.5-inch LCD display<br></li>
<li>Continuous QVGA video<br></li>
<li>Auto scene mode and three color modes; in-camera cropping<br></li>
<li>Powered by AA size batteries; stores images on SD memory cards (includes 16 MB internal memory)</li>
</ul>","","kodak, eayshare, c530, 5MP, digital, camera","Small on size. Big on value. Kodak's newest C-Series digital camera, the C530, sports awesome features","","Enabled","Taxable Goods","Silver","Catalog, Search","872.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Kodak EasyShare C530 5MP Digital Camera","0","simple","","","","","","","","","","","","","","","5","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_9","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-9","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal-2.jpg","/a/n/anashria-womens-premier-leather-sandal-3.jpg","/a/n/anashria-womens-premier-leather-sandal-4.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-9.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","456.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","9","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Furniture","simple","22","1111","0","Ottoman","","ottoman","Ottoman","Ottoman","/o/t/ottoman.jpg","/o/t/ottoman.jpg","/o/t/ottoman.jpg","Use config","Block after Info Column","","ottoman.html","20.0000","299.9900","50.0000","299.9900","magotto","","The Magento ottoman will impress with its style while it delivers on quality. This piece of living room furniture is built to last with durable solid wood framing, generous padding and plush stain-resistant microfiber upholstery.","","","Ottoman","With durable solid wood framing, generous padding and plush stain-resistant microfiber upholstery.","","Enabled","Taxable Goods","Red","Catalog, Search","706.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Ottoman","0","simple","","","","","","","","","","","","Italy","Microfiber","Living Room","","","","","","","","","","","","","",""
"admin","base","Furniture","simple","22","1112","0","Chair","","chair","Chair","Chair","/c/h/chair.jpg","/c/h/chair.jpg","/c/h/chair.jpg","Use config","Block after Info Column","","chair.html","50.0000","129.9900","50.0000","129.9900","1112","","This Magento chair features a fun, futuristic design, with fluid curves and gentle angles that follow the shape of the body to enhance ultimate relaxation. It combines a hint of nostalgia with the up-to-date sensibility and function of modern chairs. It is in soft, velvety microfiber.","","","Chair","Combining a hint of nostalgia with the up-to-date sensibility and function of modern chairs. It is in soft, velvety microfiber.","","Enabled","Taxable Goods","Red","Catalog, Search","724.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Chair","0","simple","","","","","","","","","","","","Italy","Microfiber","Living Room","","","","","","","","","","","","","",""
"admin","base","Furniture","simple","22","1113","0","Couch","","couch","Couch","Couch","/c/o/couch.jpg","/c/o/couch.jpg","/c/o/couch.jpg","Use config","Block after Info Column","","couch.html","200.0000","599.9900","200.0000","599.9900","1113","","Inspired by the classic camelback sofa, Magento offers comfort and style in a low maintenance package.  For a sleek, simple and stylish piece, look no further than the Magento sofa - or sofabed!","","","Couch","For a sleek, simple and stylish piece, look no further than the Magento sofa - or sofabed!","","Enabled","Taxable Goods","Red","Catalog, Search","956.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Couch","0","simple","","","","","","","","","","","","Italy","Microfiber","Living Room","","","","","","","","","","","","","",""
"admin","base","Furniture","grouped","22","1114","0","Magento Red Furniture Set","","magento-red-furniture-set","Magento Red Furniture Set","Magento Red Furniture Set","/m/a/magento-red-furniture-set.jpg","/m/a/magento-red-furniture-set.jpg","/m/a/magento-red-furniture-set.jpg","Use config","Block after Info Column","","magento-red-furniture-set.html","500.0000","699.9900","300.0000","699.9900","RFS","","The perfect furniture set for the living room!  Love red?  You'll love these pieces of handmade modern furniture!","","","Magento, Red, Furniture, Set, ottoman, couch, chair","Love red?  You'll love these pieces of handmade modern furniture!","","Enabled","Taxable Goods","Red","Catalog, Search","960.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Magento Red Furniture Set","0","grouped","","","","","","","","","","","","Italy","Microfiber","Living Room","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_3","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-3","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-3.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","999.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","3","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_4","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-4","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal-2.jpg","/a/n/anashria-womens-premier-leather-sandal-3.jpg","/a/n/anashria-womens-premier-leather-sandal-4.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-4.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","617.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","4","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_5","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-5","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal-1.jpg","/a/n/anashria-womens-premier-leather-sandal-2.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-5.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","797.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","5","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_6","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-6","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal-1.jpg","/a/n/anashria-womens-premier-leather-sandal-2.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-6.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","856.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","6","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_7","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-7","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal-1.jpg","/a/n/anashria-womens-premier-leather-sandal-2.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-7.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","660.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","7","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","17","ana_8","0","Anashria Womens Premier Leather Sandal","Anashria","anashria-womens-premier-leather-sandal-8","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal-1.jpg","/a/n/anashria-womens-premier-leather-sandal-2.jpg","Use config","Block after Info Column","","anashria-womens-premier-leather-sandal-8.html","2.0000","41.9500","10.0000","41.9500","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","Womens Premier Leather Single Layer Narrow Strap - ","","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Enabled","Taxable Goods","Brown","Not Visible Individually","321.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","Anashria Womens Premier Leather Sandal","0","simple","","","","","","","","Womens","8","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","configurable","16,17","cn","1","CN Clogs Beach/Garden Clog","CN CLogs","cn-clogs-beach-garden-clog","CN Clogs Beach/Garden Clog","CN Clogs Beach/Garden Clog","/c/n/cn-clogs-beach-garden-clog.jpg","/c/n/cn-clogs-beach-garden-clog.jpg","/c/n/cn-clogs-beach-garden-clog.jpg","Use config","Product Info Column","","cn-clogs-beach-garden-clog.html","1.0000","15.9900","2.0000","13.9900","B000JI2N0I","","Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.","<ul>
<ul class=""disc"">
<li>Made of EVA foam<br></li>
<li>Heel strap keeps shoe on foot<br></li>
<li>Non-marking, slip-resistant outsole<br></li>
<li> Weigh just 6-10 ounces<br></li>
","","cn, clogs, outdoor, shoes, sandals, comfortable","Comfortable and fun to wear these clogs are the latest trend in fashion footwear","","Enabled","Taxable Goods","Blue","Catalog, Search","986.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","CN Clogs Beach/Garden Clog","0","configurable","","","","","","","","","","Sandal","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","16,17","cn_4","0","CN Clogs Beach/Garden Clog","CN CLogs","cn-clogs-beach-garden-clog-4","CN Clogs Beach/Garden Clog","CN Clogs Beach/Garden Clog","/c/n/cn-clogs-beach-garden-clog.jpg","/c/n/cn-clogs-beach-garden-clog-1.jpg","/c/n/cn-clogs-beach-garden-clog-2.jpg","Use config","Block after Info Column","","cn-clogs-beach-garden-clog-4.html","1.0000","15.9900","1.0000","15.9900","B000JI2N0I","","Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.","    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

","","CN Clogs Beach/Garden Clog ","Comfortable and fun to wear these clogs are the latest trend in fashion footwear","","Enabled","Taxable Goods","Blue","Not Visible Individually","859.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","1","0.0000","1","0","CN Clogs Beach/Garden Clog","0","simple","","","","","","","","Womens","4","Sandal","","","","","","","","","","","","","","","","","",""
